YEAR,MONTH,DAY,SITE,TRANSECT,SP_CODE,VALUE,GROUP,DIVISION.FAMILY,COMMON.DIVISION.NAME,SIZE,COMMON.NAME,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SPECIES,MEASURE,PROTOCOL,QUAD,SIDE,FISH.SIZE,AREA,NOTES,INTERTIDAL_TRANSECT
2014,7,19,NE Appledore,Broadway and 42nd,PTSE,1.25,Algae,Rhodophyta,Erect Red Algae,NA,northern sea fern,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Ptilota,Ptilota serrata,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,14
2014,7,19,NE Appledore,Broadway and 42nd,RAT,2.5,Algae,Rhodophyta,Erect Red Algae,NA,NA,NA,NA,NA,NA,NA,NA,Red Algal Turf,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,14
2014,7,19,NE Appledore,Broadway and 42nd,SH,3.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,14
2014,7,19,NE Appledore,Broadway and 42nd,SL,2.5,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,14
2014,7,19,NE Appledore,Broadway and 42nd,SS,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,14
2014,7,19,NE Appledore,Broadway and 42nd,UEC,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,NA,NA,NA,NA,NA,NA,Unidentified Erect Coralline,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,14
2014,7,19,NE Appledore,Broadway and 42nd,UER,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,14
2014,7,19,NE Appledore,Broadway and 42nd,URB,2.5,Algae,Rhodophyta,Erect Red Algae,NA,NA,NA,NA,NA,NA,NA,NA,Unidentified Red Blade,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,14
2014,7,21,NE Appledore,Devil's Dance Floor,(CLAM?),1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,AGCL,1.25,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,ANSP,1.25,Invertebrate,Molluscs,Bivalves,NA,jingle shell,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,Anomia,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,ATM,1.25,Invertebrate,Arthropods,Crustaceans,NA,NA,NA,NA,NA,NA,NA,NA,Amphipod tube mat,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,B,63.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,BL,12.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,BM,6.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,BOHA,3.75,Algae,Rhodophyta,Erect Red Algae,NA,hooked weed,Plantae,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae,Bonnemaisonia,Bonnemaisonia hamifera,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,BOSC,1.25,Invertebrate,Chordates,Tunicates,NA,golden star tunicate,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botryllus,Botryllus schlosseri,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,BOVI,1.25,Invertebrate,Chordates,Tunicates,NA,orange sheath tunicate,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,Botrylloides violaceus,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,BS,5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,BUTU,2.5,Invertebrate,Bryozoans,Bryozoans,NA,spiral tufted bryozoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Crisularia,Crisularia turrita,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,C,6.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,CDIUE ?,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,CHCR,5,Algae,Rhodophyta,Erect Red Algae,NA,Irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,CLSP,5,Invertebrate,Proifera,Sponges,NA,NA,Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Cliona,Cliona,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,CO,17.5,Algae,Rhodophyta,Erect Red Algae,NA,coral weed,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,Corallina officinalis,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,CRSP,5,Algae,Rhodophyta,Erect Red Algae,NA,Banded weed,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Ceramium,Ceramium,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,CYPU,6.25,Algae,Rhodophyta,Erect Red Algae,NA,Purple claw weed,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Cystoclonium,Cystoclonium purpureum,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,DEAC,7.5,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,DEVI,8.75,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,DIP,1.25,Invertebrate,Chordates,Tunicates,NA,colonial tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Diplosoma,Diplosoma listerianum,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,DIVE,1.25,Invertebrate,Chordates,Tunicates,NA,tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum vexillum,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,EC,10,Algae,Rhodophyta,Red Algal Crusts,NA,NA,NA,NA,NA,NA,NA,NA,Encrusting coralline,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,EUCR,1.25,Algae,Rhodophyta,Erect Red Algae,NA,delicate northern sea fan,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Euthora,Euthora cristata,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,HAPA,2.5,Invertebrate,Proifera,Sponges,NA,Breadcrumb Sponge,Animalia,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,Halichondria (Halichondria) panicea,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,HIRU,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,Hildenbrandia rubra,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,HJ,38.75,Algae,Rhodophyta,Erect Red Algae,NA,japan red algae,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia japonica,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,LIGL,8.75,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Lithothamnion,Lithothamnion,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,MAST,20,Algae,Rhodophyta,Erect Red Algae,NA,false irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,Mastocarpus stellatus,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,MEMA,2.5,Invertebrate,Bryozoans,Bryozoans,NA,sea lace,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,PHRU,1.25,Algae,Rhodophyta,Erect Red Algae,NA,sea oak,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Phycodrys,Phycodrys rubens,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,PILS,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,POLS,12.5,Algae,Rhodophyta,Erect Red Algae,NA,lobster horns,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,PORO,1.25,Algae,Rhodophyta,Erect Red Algae,NA,goat tang,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Polyidaceae,Polyides,Polyides rotunda,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,PORS,8.75,Algae,Rhodophyta,Erect Red Algae,NA,NA,Plantae,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Porphyra,Porphyra,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,S,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,SH,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,SL,8.75,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,SLJ,3.75,Algae,Phaeophyta,Brown Algae,juvenile <10cm,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,SPRE,1.25,Algae,Rhodophyta,Erect Red Algae,NA,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Spermothamnion,Spermothamnion repens,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,SS,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,TUV,2.5,Algae,Chlorophyta,Green Algae,NA,Sea lettuce,NA,NA,NA,NA,NA,NA,Tubular Ulvoid,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,URB,5,Algae,Rhodophyta,Erect Red Algae,NA,NA,NA,NA,NA,NA,NA,NA,Unidentified Red Blade,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,21,NE Appledore,Devil's Dance Floor,UV,1.25,Algae,Chlorophyta,Green Algae,NA,Sea lettuce,NA,NA,NA,NA,NA,NA,Blady Ulvoid,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,13
2014,7,18,NW Appledore,Larus Ledge,ANSP,2.5,Invertebrate,Molluscs,Bivalves,NA,jingle shell,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,Anomia,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,ATM,3.75,Invertebrate,Arthropods,Crustaceans,NA,NA,NA,NA,NA,NA,NA,NA,Amphipod tube mat,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,B,33.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,BL,13.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,BM,21.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,BOSC,1.25,Invertebrate,Chordates,Tunicates,NA,golden star tunicate,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botryllus,Botryllus schlosseri,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,BS,7.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,C,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,CF,17.5,Invertebrate,Molluscs,Gastropods,NA,Slipper Snail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula fornicata,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,CHCR,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,CISA,1.25,Invertebrate,Chordates,Tunicates,NA,pacific transparent sea squirt,Animalia,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona,Ciona savignyi,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,CO,1.25,Algae,Rhodophyta,Erect Red Algae,NA,coral weed,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,Corallina officinalis,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,CRSP,17.5,Algae,Rhodophyta,Erect Red Algae,NA,Banded weed,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Ceramium,Ceramium,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,CYPU,6.25,Algae,Rhodophyta,Erect Red Algae,NA,Purple claw weed,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Cystoclonium,Cystoclonium purpureum,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,DEAC,5,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,DEVI,20,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,DIAT,1.25,Algae,Phaeophyta,Brown Algae,NA,NA,NA,NA,NA,NA,NA,NA,Diatom Tube Mat,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,DIVE,6.25,Invertebrate,Chordates,Tunicates,NA,tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum vexillum,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,EC,5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,NA,NA,NA,NA,NA,NA,Encrusting coralline,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,HIRU,6.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,Hildenbrandia rubra,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,HJ,88.75,Algae,Rhodophyta,Erect Red Algae,NA,japan red algae,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia japonica,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,PAPA,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Dulse,Plantae,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,Palmaria,Palmaria palmata,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,PORO,1.25,Algae,Rhodophyta,Erect Red Algae,NA,goat tang,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Polyidaceae,Polyides,Polyides rotunda,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,PORS,1.25,Algae,Rhodophyta,Erect Red Algae,NA,NA,Plantae,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Porphyra,Porphyra,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,RAT,1.25,Algae,Rhodophyta,Erect Red Algae,NA,NA,NA,NA,NA,NA,NA,NA,Red Algal Turf,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,SH,6.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,SL,1.25,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,SLJ,1.25,Algae,Phaeophyta,Brown Algae,juvenile <10cm,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,SS,16.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,TRIN,1.25,Invertebrate,Bryozoans,Bryozoans,NA,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Tricellaria,Tricellaria inopinata,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Larus Ledge,URB,1.25,Algae,Rhodophyta,Erect Red Algae,NA,NA,NA,NA,NA,NA,NA,NA,Unidentified Red Blade,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,7
2014,7,18,NW Appledore,Sandpiper Beach,ANSP,7.5,Invertebrate,Molluscs,Bivalves,NA,jingle shell,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,Anomia,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,ATM,3.75,Invertebrate,Arthropods,Crustaceans,NA,NA,NA,NA,NA,NA,NA,NA,Amphipod tube mat,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,B,88.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,BL,5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,BM,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,BOVI,1.25,Invertebrate,Chordates,Tunicates,NA,orange sheath tunicate,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,Botrylloides violaceus,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,BS,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,BUTU,6.25,Invertebrate,Bryozoans,Bryozoans,NA,spiral tufted bryozoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Crisularia,Crisularia turrita,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,CF,13.75,Invertebrate,Molluscs,Gastropods,NA,Slipper Snail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula fornicata,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,CHCR,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,CO,5,Algae,Rhodophyta,Erect Red Algae,NA,coral weed,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,Corallina officinalis,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,DEAC,5,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,DEVI,35,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,DIAT,1.25,Algae,Phaeophyta,Brown Algae,NA,NA,NA,NA,NA,NA,NA,NA,Diatom Tube Mat,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,DIVE,3.75,Invertebrate,Chordates,Tunicates,NA,tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum vexillum,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,EC,11.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,NA,NA,NA,NA,NA,NA,Encrusting coralline,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,ES Yellow,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
2014,7,18,NW Appledore,Sandpiper Beach,HIRU,6.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,Hildenbrandia rubra,PERCENT_COVER,PERCENT_COVER,NA,NA,NA,NA,NA,6
